bengali_date,gregorian_Date
"30 , Asharh (Aashar) 1388",15/07/1981
"31 , Asharh (Aashar) 1388",16/07/1981
"1 , Srabon (Shraban) 1388",17/07/1981
"2 , Srabon (Shraban) 1388",18/07/1981
"3 , Srabon (Shraban) 1388",19/07/1981
"4 , Srabon (Shraban) 1388",20/07/1981
"5 , Srabon (Shraban) 1388",21/07/1981
"6 , Srabon (Shraban) 1388",22/07/1981
"7 , Srabon (Shraban) 1388",23/07/1981
"8 , Srabon (Shraban) 1388",24/07/1981
"9 , Srabon (Shraban) 1388",25/07/1981
"10 , Srabon (Shraban) 1388",26/07/1981
"11 , Srabon (Shraban) 1388",27/07/1981
"12 , Srabon (Shraban) 1388",28/07/1981
"13 , Srabon (Shraban) 1388",29/07/1981
"14 , Srabon (Shraban) 1388",30/07/1981
"15 , Srabon (Shraban) 1388",31/07/1981
"16 , Srabon (Shraban) 1388",01/08/1981
"17 , Srabon (Shraban) 1388",02/08/1981
"18 , Srabon (Shraban) 1388",03/08/1981
"19 , Srabon (Shraban) 1388",04/08/1981
"20 , Srabon (Shraban) 1388",05/08/1981
"21 , Srabon (Shraban) 1388",06/08/1981
"22 , Srabon (Shraban) 1388",07/08/1981
"23 , Srabon (Shraban) 1388",08/08/1981
"24 , Srabon (Shraban) 1388",09/08/1981
"25 , Srabon (Shraban) 1388",10/08/1981
"26 , Srabon (Shraban) 1388",11/08/1981
"27 , Srabon (Shraban) 1388",12/08/1981
"28 , Srabon (Shraban) 1388",13/08/1981
"29 , Srabon (Shraban) 1388",14/08/1981
"30 , Srabon (Shraban) 1388",15/08/1981
"31 , Srabon (Shraban) 1388",16/08/1981
"1 , Bhadro (Bhadra) 1388",17/08/1981
"2 , Bhadro (Bhadra) 1388",18/08/1981
"3 , Bhadro (Bhadra) 1388",19/08/1981
"4 , Bhadro (Bhadra) 1388",20/08/1981
"5 , Bhadro (Bhadra) 1388",21/08/1981
"6 , Bhadro (Bhadra) 1388",22/08/1981
"7 , Bhadro (Bhadra) 1388",23/08/1981
"8 , Bhadro (Bhadra) 1388",24/08/1981
"9 , Bhadro (Bhadra) 1388",25/08/1981
"10 , Bhadro (Bhadra) 1388",26/08/1981
"11 , Bhadro (Bhadra) 1388",27/08/1981
"12 , Bhadro (Bhadra) 1388",28/08/1981
"13 , Bhadro (Bhadra) 1388",29/08/1981
"14 , Bhadro (Bhadra) 1388",30/08/1981
"15 , Bhadro (Bhadra) 1388",31/08/1981
"16 , Bhadro (Bhadra) 1388",01/09/1981
"17 , Bhadro (Bhadra) 1388",02/09/1981
"18 , Bhadro (Bhadra) 1388",03/09/1981
"19 , Bhadro (Bhadra) 1388",04/09/1981
"20 , Bhadro (Bhadra) 1388",05/09/1981
"21 , Bhadro (Bhadra) 1388",06/09/1981
"22 , Bhadro (Bhadra) 1388",07/09/1981
"23 , Bhadro (Bhadra) 1388",08/09/1981
"24 , Bhadro (Bhadra) 1388",09/09/1981
"25 , Bhadro (Bhadra) 1388",10/09/1981
"26 , Bhadro (Bhadra) 1388",11/09/1981
"27 , Bhadro (Bhadra) 1388",12/09/1981
"28 , Bhadro (Bhadra) 1388",13/09/1981
"29 , Bhadro (Bhadra) 1388",14/09/1981
"30 , Bhadro (Bhadra) 1388",15/09/1981
"31 , Bhadro (Bhadra) 1388",16/09/1981
"1 , Ashshin (Aashin) 1388",17/09/1981
"2 , Ashshin (Aashin) 1388",18/09/1981
"3 , Ashshin (Aashin) 1388",19/09/1981
"4 , Ashshin (Aashin) 1388",20/09/1981
"5 , Ashshin (Aashin) 1388",21/09/1981
"6 , Ashshin (Aashin) 1388",22/09/1981
"7 , Ashshin (Aashin) 1388",23/09/1981
"8 , Ashshin (Aashin) 1388",24/09/1981
"9 , Ashshin (Aashin) 1388",25/09/1981
"10 , Ashshin (Aashin) 1388",26/09/1981
"11 , Ashshin (Aashin) 1388",27/09/1981
"12 , Ashshin (Aashin) 1388",28/09/1981
"13 , Ashshin (Aashin) 1388",29/09/1981
"14 , Ashshin (Aashin) 1388",30/09/1981
"15 , Ashshin (Aashin) 1388",01/10/1981
"16 , Ashshin (Aashin) 1388",02/10/1981
"17 , Ashshin (Aashin) 1388",03/10/1981
"18 , Ashshin (Aashin) 1388",04/10/1981
"19 , Ashshin (Aashin) 1388",05/10/1981
"20 , Ashshin (Aashin) 1388",06/10/1981
"21 , Ashshin (Aashin) 1388",07/10/1981
"22 , Ashshin (Aashin) 1388",08/10/1981
"23 , Ashshin (Aashin) 1388",09/10/1981
"24 , Ashshin (Aashin) 1388",10/10/1981
"25 , Ashshin (Aashin) 1388",11/10/1981
"26 , Ashshin (Aashin) 1388",12/10/1981
"27 , Ashshin (Aashin) 1388",13/10/1981
"28 , Ashshin (Aashin) 1388",14/10/1981
"29 , Ashshin (Aashin) 1388",15/10/1981
"30 , Ashshin (Aashin) 1388",16/10/1981
"31 , Ashshin (Aashin) 1388",17/10/1981
"1 , Kartik 1388",18/10/1981
"2 , Kartik 1388",19/10/1981
"3 , Kartik 1388",20/10/1981
"4 , Kartik 1388",21/10/1981
"5 , Kartik 1388",22/10/1981
"6 , Kartik 1388",23/10/1981
"7 , Kartik 1388",24/10/1981
"8 , Kartik 1388",25/10/1981
"9 , Kartik 1388",26/10/1981
"10 , Kartik 1388",27/10/1981
"11 , Kartik 1388",28/10/1981
"12 , Kartik 1388",29/10/1981
"13 , Kartik 1388",30/10/1981
"14 , Kartik 1388",31/10/1981
"15 , Kartik 1388",01/11/1981
"16 , Kartik 1388",02/11/1981
"17 , Kartik 1388",03/11/1981
"18 , Kartik 1388",04/11/1981
"19 , Kartik 1388",05/11/1981
"20 , Kartik 1388",06/11/1981
"21 , Kartik 1388",07/11/1981
"22 , Kartik 1388",08/11/1981
"23 , Kartik 1388",09/11/1981
"24 , Kartik 1388",10/11/1981
"25 , Kartik 1388",11/11/1981
"26 , Kartik 1388",12/11/1981
"27 , Kartik 1388",13/11/1981
"28 , Kartik 1388",14/11/1981
"29 , Kartik 1388",15/11/1981
"30 , Kartik 1388",16/11/1981
"1 , Ogrohaeon (Agrahan) 1388",17/11/1981
"2 , Ogrohaeon (Agrahan) 1388",18/11/1981
"3 , Ogrohaeon (Agrahan) 1388",19/11/1981
"4 , Ogrohaeon (Agrahan) 1388",20/11/1981
"5 , Ogrohaeon (Agrahan) 1388",21/11/1981
"6 , Ogrohaeon (Agrahan) 1388",22/11/1981
"7 , Ogrohaeon (Agrahan) 1388",23/11/1981
"8 , Ogrohaeon (Agrahan) 1388",24/11/1981
"9 , Ogrohaeon (Agrahan) 1388",25/11/1981
"10 , Ogrohaeon (Agrahan) 1388",26/11/1981
"11 , Ogrohaeon (Agrahan) 1388",27/11/1981
"12 , Ogrohaeon (Agrahan) 1388",28/11/1981
"13 , Ogrohaeon (Agrahan) 1388",29/11/1981
"14 , Ogrohaeon (Agrahan) 1388",30/11/1981
"15 , Ogrohaeon (Agrahan) 1388",01/12/1981
"16 , Ogrohaeon (Agrahan) 1388",02/12/1981
"17 , Ogrohaeon (Agrahan) 1388",03/12/1981
"18 , Ogrohaeon (Agrahan) 1388",04/12/1981
"19 , Ogrohaeon (Agrahan) 1388",05/12/1981
"20 , Ogrohaeon (Agrahan) 1388",06/12/1981
"21 , Ogrohaeon (Agrahan) 1388",07/12/1981
"22 , Ogrohaeon (Agrahan) 1388",08/12/1981
"23 , Ogrohaeon (Agrahan) 1388",09/12/1981
"24 , Ogrohaeon (Agrahan) 1388",10/12/1981
"25 , Ogrohaeon (Agrahan) 1388",11/12/1981
"26 , Ogrohaeon (Agrahan) 1388",12/12/1981
"27 , Ogrohaeon (Agrahan) 1388",13/12/1981
"28 , Ogrohaeon (Agrahan) 1388",14/12/1981
"29 , Ogrohaeon (Agrahan) 1388",15/12/1981
"1 , Poush 1388",16/12/1981
"2 , Poush 1388",17/12/1981
"3 , Poush 1388",18/12/1981
"4 , Poush 1388",19/12/1981
"5 , Poush 1388",20/12/1981
"6 , Poush 1388",21/12/1981
"7 , Poush 1388",22/12/1981
"8 , Poush 1388",23/12/1981
"9 , Poush 1388",24/12/1981
"10 , Poush 1388",25/12/1981
"11 , Poush 1388",26/12/1981
"12 , Poush 1388",27/12/1981
"13 , Poush 1388",28/12/1981
"14 , Poush 1388",29/12/1981
"15 , Poush 1388",30/12/1981
"16 , Poush 1388",31/12/1981
"17 , Poush 1388",01/01/1982
"18 , Poush 1388",02/01/1982
"19 , Poush 1388",03/01/1982
"20 , Poush 1388",04/01/1982
"21 , Poush 1388",05/01/1982
"22 , Poush 1388",06/01/1982
"23 , Poush 1388",07/01/1982
"24 , Poush 1388",08/01/1982
"25 , Poush 1388",09/01/1982
"26 , Poush 1388",10/01/1982
"27 , Poush 1388",11/01/1982
"28 , Poush 1388",12/01/1982
"29 , Poush 1388",13/01/1982
"30 , Poush 1388",14/01/1982
"1 , Magh (Maagh) 1389",15/01/1982
"2 , Magh (Maagh) 1389",16/01/1982
"3 , Magh (Maagh) 1389",17/01/1982
"4 , Magh (Maagh) 1389",18/01/1982
"5 , Magh (Maagh) 1389",19/01/1982
"6 , Magh (Maagh) 1389",20/01/1982
"7 , Magh (Maagh) 1389",21/01/1982
"8 , Magh (Maagh) 1389",22/01/1982
"9 , Magh (Maagh) 1389",23/01/1982
"10 , Magh (Maagh) 1389",24/01/1982
"11 , Magh (Maagh) 1389",25/01/1982
"12 , Magh (Maagh) 1389",26/01/1982
"13 , Magh (Maagh) 1389",27/01/1982
"14 , Magh (Maagh) 1389",28/01/1982
"15 , Magh (Maagh) 1389",29/01/1982
"16 , Magh (Maagh) 1389",30/01/1982
"17 , Magh (Maagh) 1389",31/01/1982
"18 , Magh (Maagh) 1389",01/02/1982
"19 , Magh (Maagh) 1389",02/02/1982
"20 , Magh (Maagh) 1389",03/02/1982
"21 , Magh (Maagh) 1389",04/02/1982
"22 , Magh (Maagh) 1389",05/02/1982
"23 , Magh (Maagh) 1389",06/02/1982
"24 , Magh (Maagh) 1389",07/02/1982
"25 , Magh (Maagh) 1389",08/02/1982
"26 , Magh (Maagh) 1389",09/02/1982
"27 , Magh (Maagh) 1389",10/02/1982
"28 , Magh (Maagh) 1389",11/02/1982
"29 , Magh (Maagh) 1389",12/02/1982
"1 , Falgun (Phalgun) 1389",13/02/1982
"2 , Falgun (Phalgun) 1389",14/02/1982
"3 , Falgun (Phalgun) 1389",15/02/1982
"4 , Falgun (Phalgun) 1389",16/02/1982
"5 , Falgun (Phalgun) 1389",17/02/1982
"6 , Falgun (Phalgun) 1389",18/02/1982
"7 , Falgun (Phalgun) 1389",19/02/1982
"8 , Falgun (Phalgun) 1389",20/02/1982
"9 , Falgun (Phalgun) 1389",21/02/1982
"10 , Falgun (Phalgun) 1389",22/02/1982
"11 , Falgun (Phalgun) 1389",23/02/1982
"12 , Falgun (Phalgun) 1389",24/02/1982
"13 , Falgun (Phalgun) 1389",25/02/1982
"14 , Falgun (Phalgun) 1389",26/02/1982
"15 , Falgun (Phalgun) 1389",27/02/1982
"16 , Falgun (Phalgun) 1389",28/02/1982
"17 , Falgun (Phalgun) 1389",01/03/1982
"18 , Falgun (Phalgun) 1389",02/03/1982
"19 , Falgun (Phalgun) 1389",03/03/1982
"20 , Falgun (Phalgun) 1389",04/03/1982
"21 , Falgun (Phalgun) 1389",05/03/1982
"22 , Falgun (Phalgun) 1389",06/03/1982
"23 , Falgun (Phalgun) 1389",07/03/1982
"24 , Falgun (Phalgun) 1389",08/03/1982
"25 , Falgun (Phalgun) 1389",09/03/1982
"26 , Falgun (Phalgun) 1389",10/03/1982
"27 , Falgun (Phalgun) 1389",11/03/1982
"28 , Falgun (Phalgun) 1389",12/03/1982
"29 , Falgun (Phalgun) 1389",13/03/1982
"30 , Falgun (Phalgun) 1389",14/03/1982
"1 , Choitro (Chaitra) 1389",15/03/1982
"2 , Choitro (Chaitra) 1389",16/03/1982
"3 , Choitro (Chaitra) 1389",17/03/1982
"4 , Choitro (Chaitra) 1389",18/03/1982
"5 , Choitro (Chaitra) 1389",19/03/1982
"6 , Choitro (Chaitra) 1389",20/03/1982
"7 , Choitro (Chaitra) 1389",21/03/1982
"8 , Choitro (Chaitra) 1389",22/03/1982
"9 , Choitro (Chaitra) 1389",23/03/1982
"10 , Choitro (Chaitra) 1389",24/03/1982
"11 , Choitro (Chaitra) 1389",25/03/1982
"12 , Choitro (Chaitra) 1389",26/03/1982
"13 , Choitro (Chaitra) 1389",27/03/1982
"14 , Choitro (Chaitra) 1389",28/03/1982
"15 , Choitro (Chaitra) 1389",29/03/1982
"16 , Choitro (Chaitra) 1389",30/03/1982
"17 , Choitro (Chaitra) 1389",31/03/1982
"18 , Choitro (Chaitra) 1389",01/04/1982
"19 , Choitro (Chaitra) 1389",02/04/1982
"20 , Choitro (Chaitra) 1389",03/04/1982
"21 , Choitro (Chaitra) 1389",04/04/1982
"22 , Choitro (Chaitra) 1389",05/04/1982
"23 , Choitro (Chaitra) 1389",06/04/1982
"24 , Choitro (Chaitra) 1389",07/04/1982
"25 , Choitro (Chaitra) 1389",08/04/1982
"26 , Choitro (Chaitra) 1389",09/04/1982
"27 , Choitro (Chaitra) 1389",10/04/1982
"28 , Choitro (Chaitra) 1389",11/04/1982
"29 , Choitro (Chaitra) 1389",12/04/1982
"30 , Choitro (Chaitra) 1389",13/04/1982
"31 , Choitro (Chaitra) 1389",14/04/1982
"1 , Boishakh (Baisakh) 1389",15/04/1982
"2 , Boishakh (Baisakh) 1389",16/04/1982
"3 , Boishakh (Baisakh) 1389",17/04/1982
"4 , Boishakh (Baisakh) 1389",18/04/1982
"5 , Boishakh (Baisakh) 1389",19/04/1982
"6 , Boishakh (Baisakh) 1389",20/04/1982
"7 , Boishakh (Baisakh) 1389",21/04/1982
"8 , Boishakh (Baisakh) 1389",22/04/1982
"9 , Boishakh (Baisakh) 1389",23/04/1982
"10 , Boishakh (Baisakh) 1389",24/04/1982
"11 , Boishakh (Baisakh) 1389",25/04/1982
"12 , Boishakh (Baisakh) 1389",26/04/1982
"13 , Boishakh (Baisakh) 1389",27/04/1982
"14 , Boishakh (Baisakh) 1389",28/04/1982
"15 , Boishakh (Baisakh) 1389",29/04/1982
"16 , Boishakh (Baisakh) 1389",30/04/1982
"17 , Boishakh (Baisakh) 1389",01/05/1982
"18 , Boishakh (Baisakh) 1389",02/05/1982
"19 , Boishakh (Baisakh) 1389",03/05/1982
"20 , Boishakh (Baisakh) 1389",04/05/1982
"21 , Boishakh (Baisakh) 1389",05/05/1982
"22 , Boishakh (Baisakh) 1389",06/05/1982
"23 , Boishakh (Baisakh) 1389",07/05/1982
"24 , Boishakh (Baisakh) 1389",08/05/1982
"25 , Boishakh (Baisakh) 1389",09/05/1982
"26 , Boishakh (Baisakh) 1389",10/05/1982
"27 , Boishakh (Baisakh) 1389",11/05/1982
"28 , Boishakh (Baisakh) 1389",12/05/1982
"29 , Boishakh (Baisakh) 1389",13/05/1982
"30 , Boishakh (Baisakh) 1389",14/05/1982
"1 , Joishtho (Jaishtho) 1389",15/05/1982
"2 , Joishtho (Jaishtho) 1389",16/05/1982
"3 , Joishtho (Jaishtho) 1389",17/05/1982
"4 , Joishtho (Jaishtho) 1389",18/05/1982
"5 , Joishtho (Jaishtho) 1389",19/05/1982
"6 , Joishtho (Jaishtho) 1389",20/05/1982
"7 , Joishtho (Jaishtho) 1389",21/05/1982
"8 , Joishtho (Jaishtho) 1389",22/05/1982
"9 , Joishtho (Jaishtho) 1389",23/05/1982
"10 , Joishtho (Jaishtho) 1389",24/05/1982
"11 , Joishtho (Jaishtho) 1389",25/05/1982
"12 , Joishtho (Jaishtho) 1389",26/05/1982
"13 , Joishtho (Jaishtho) 1389",27/05/1982
"14 , Joishtho (Jaishtho) 1389",28/05/1982
"15 , Joishtho (Jaishtho) 1389",29/05/1982
"16 , Joishtho (Jaishtho) 1389",30/05/1982
"17 , Joishtho (Jaishtho) 1389",31/05/1982
"18 , Joishtho (Jaishtho) 1389",01/06/1982
"19 , Joishtho (Jaishtho) 1389",02/06/1982
"20 , Joishtho (Jaishtho) 1389",03/06/1982
"21 , Joishtho (Jaishtho) 1389",04/06/1982
"22 , Joishtho (Jaishtho) 1389",05/06/1982
"23 , Joishtho (Jaishtho) 1389",06/06/1982
"24 , Joishtho (Jaishtho) 1389",07/06/1982
"25 , Joishtho (Jaishtho) 1389",08/06/1982
"26 , Joishtho (Jaishtho) 1389",09/06/1982
"27 , Joishtho (Jaishtho) 1389",10/06/1982
"28 , Joishtho (Jaishtho) 1389",11/06/1982
"29 , Joishtho (Jaishtho) 1389",12/06/1982
"30 , Joishtho (Jaishtho) 1389",13/06/1982
"31 , Joishtho (Jaishtho) 1389",14/06/1982
"32 , Joishtho (Jaishtho) 1389",15/06/1982
"1 , Asharh (Aashar) 1389",16/06/1982
"2 , Asharh (Aashar) 1389",17/06/1982
"3 , Asharh (Aashar) 1389",18/06/1982
"4 , Asharh (Aashar) 1389",19/06/1982
"5 , Asharh (Aashar) 1389",20/06/1982
"6 , Asharh (Aashar) 1389",21/06/1982
"7 , Asharh (Aashar) 1389",22/06/1982
"8 , Asharh (Aashar) 1389",23/06/1982
"9 , Asharh (Aashar) 1389",24/06/1982
"10 , Asharh (Aashar) 1389",25/06/1982
"11 , Asharh (Aashar) 1389",26/06/1982
"12 , Asharh (Aashar) 1389",27/06/1982
"13 , Asharh (Aashar) 1389",28/06/1982
"14 , Asharh (Aashar) 1389",29/06/1982
"15 , Asharh (Aashar) 1389",30/06/1982
"16 , Asharh (Aashar) 1389",01/07/1982
"17 , Asharh (Aashar) 1389",02/07/1982
"18 , Asharh (Aashar) 1389",03/07/1982
"19 , Asharh (Aashar) 1389",04/07/1982
"20 , Asharh (Aashar) 1389",05/07/1982
"21 , Asharh (Aashar) 1389",06/07/1982
"22 , Asharh (Aashar) 1389",07/07/1982
"23 , Asharh (Aashar) 1389",08/07/1982
"24 , Asharh (Aashar) 1389",09/07/1982
"25 , Asharh (Aashar) 1389",10/07/1982
"26 , Asharh (Aashar) 1389",11/07/1982
"27 , Asharh (Aashar) 1389",12/07/1982
"28 , Asharh (Aashar) 1389",13/07/1982
"29 , Asharh (Aashar) 1389",14/07/1982
"30 , Asharh (Aashar) 1389",15/07/1982
"31 , Asharh (Aashar) 1389",16/07/1982
"1 , Srabon (Shraban) 1389",17/07/1982
"2 , Srabon (Shraban) 1389",18/07/1982
"3 , Srabon (Shraban) 1389",19/07/1982
"4 , Srabon (Shraban) 1389",20/07/1982
"5 , Srabon (Shraban) 1389",21/07/1982
"6 , Srabon (Shraban) 1389",22/07/1982
"7 , Srabon (Shraban) 1389",23/07/1982
"8 , Srabon (Shraban) 1389",24/07/1982
"9 , Srabon (Shraban) 1389",25/07/1982
"10 , Srabon (Shraban) 1389",26/07/1982
"11 , Srabon (Shraban) 1389",27/07/1982
"12 , Srabon (Shraban) 1389",28/07/1982
"13 , Srabon (Shraban) 1389",29/07/1982
"14 , Srabon (Shraban) 1389",30/07/1982
"15 , Srabon (Shraban) 1389",31/07/1982
"16 , Srabon (Shraban) 1389",01/08/1982
"17 , Srabon (Shraban) 1389",02/08/1982
"18 , Srabon (Shraban) 1389",03/08/1982
"19 , Srabon (Shraban) 1389",04/08/1982
"20 , Srabon (Shraban) 1389",05/08/1982
"21 , Srabon (Shraban) 1389",06/08/1982
"22 , Srabon (Shraban) 1389",07/08/1982
"23 , Srabon (Shraban) 1389",08/08/1982
"24 , Srabon (Shraban) 1389",09/08/1982
"25 , Srabon (Shraban) 1389",10/08/1982
"26 , Srabon (Shraban) 1389",11/08/1982
"27 , Srabon (Shraban) 1389",12/08/1982
"28 , Srabon (Shraban) 1389",13/08/1982
"29 , Srabon (Shraban) 1389",14/08/1982
"30 , Srabon (Shraban) 1389",15/08/1982
"31 , Srabon (Shraban) 1389",16/08/1982
"32 , Srabon (Shraban) 1389",17/08/1982
"1 , Bhadro (Bhadra) 1389",18/08/1982
"2 , Bhadro (Bhadra) 1389",19/08/1982
"3 , Bhadro (Bhadra) 1389",20/08/1982
"4 , Bhadro (Bhadra) 1389",21/08/1982
"5 , Bhadro (Bhadra) 1389",22/08/1982
"6 , Bhadro (Bhadra) 1389",23/08/1982
"7 , Bhadro (Bhadra) 1389",24/08/1982
"8 , Bhadro (Bhadra) 1389",25/08/1982
"9 , Bhadro (Bhadra) 1389",26/08/1982
"10 , Bhadro (Bhadra) 1389",27/08/1982
"11 , Bhadro (Bhadra) 1389",28/08/1982
"12 , Bhadro (Bhadra) 1389",29/08/1982
"13 , Bhadro (Bhadra) 1389",30/08/1982
"14 , Bhadro (Bhadra) 1389",31/08/1982
"15 , Bhadro (Bhadra) 1389",01/09/1982
"16 , Bhadro (Bhadra) 1389",02/09/1982
"17 , Bhadro (Bhadra) 1389",03/09/1982
"18 , Bhadro (Bhadra) 1389",04/09/1982
"19 , Bhadro (Bhadra) 1389",05/09/1982
"20 , Bhadro (Bhadra) 1389",06/09/1982
"21 , Bhadro (Bhadra) 1389",07/09/1982
"22 , Bhadro (Bhadra) 1389",08/09/1982
"23 , Bhadro (Bhadra) 1389",09/09/1982
"24 , Bhadro (Bhadra) 1389",10/09/1982
"25 , Bhadro (Bhadra) 1389",11/09/1982
"26 , Bhadro (Bhadra) 1389",12/09/1982
"27 , Bhadro (Bhadra) 1389",13/09/1982
"28 , Bhadro (Bhadra) 1389",14/09/1982
"29 , Bhadro (Bhadra) 1389",15/09/1982
"30 , Bhadro (Bhadra) 1389",16/09/1982
"31 , Bhadro (Bhadra) 1389",17/09/1982
"1 , Ashshin (Aashin) 1389",18/09/1982
"2 , Ashshin (Aashin) 1389",19/09/1982
"3 , Ashshin (Aashin) 1389",20/09/1982
"4 , Ashshin (Aashin) 1389",21/09/1982
"5 , Ashshin (Aashin) 1389",22/09/1982
"6 , Ashshin (Aashin) 1389",23/09/1982
"7 , Ashshin (Aashin) 1389",24/09/1982
"8 , Ashshin (Aashin) 1389",25/09/1982
"9 , Ashshin (Aashin) 1389",26/09/1982
"10 , Ashshin (Aashin) 1389",27/09/1982
"11 , Ashshin (Aashin) 1389",28/09/1982
"12 , Ashshin (Aashin) 1389",29/09/1982
"13 , Ashshin (Aashin) 1389",30/09/1982
"14 , Ashshin (Aashin) 1389",01/10/1982
"15 , Ashshin (Aashin) 1389",02/10/1982
"16 , Ashshin (Aashin) 1389",03/10/1982
"17 , Ashshin (Aashin) 1389",04/10/1982
"18 , Ashshin (Aashin) 1389",05/10/1982
"19 , Ashshin (Aashin) 1389",06/10/1982
"20 , Ashshin (Aashin) 1389",07/10/1982
"21 , Ashshin (Aashin) 1389",08/10/1982
"22 , Ashshin (Aashin) 1389",09/10/1982
"23 , Ashshin (Aashin) 1389",10/10/1982
"24 , Ashshin (Aashin) 1389",11/10/1982
"25 , Ashshin (Aashin) 1389",12/10/1982
"26 , Ashshin (Aashin) 1389",13/10/1982
"27 , Ashshin (Aashin) 1389",14/10/1982
"28 , Ashshin (Aashin) 1389",15/10/1982
"29 , Ashshin (Aashin) 1389",16/10/1982
"30 , Ashshin (Aashin) 1389",17/10/1982
"1 , Kartik 1389",18/10/1982
"2 , Kartik 1389",19/10/1982
"3 , Kartik 1389",20/10/1982
"4 , Kartik 1389",21/10/1982
"5 , Kartik 1389",22/10/1982
"6 , Kartik 1389",23/10/1982
"7 , Kartik 1389",24/10/1982
"8 , Kartik 1389",25/10/1982
"9 , Kartik 1389",26/10/1982
"10 , Kartik 1389",27/10/1982
"11 , Kartik 1389",28/10/1982
"12 , Kartik 1389",29/10/1982
"13 , Kartik 1389",30/10/1982
"14 , Kartik 1389",31/10/1982
"15 , Kartik 1389",01/11/1982
"16 , Kartik 1389",02/11/1982
"17 , Kartik 1389",03/11/1982
"18 , Kartik 1389",04/11/1982
"19 , Kartik 1389",05/11/1982
"20 , Kartik 1389",06/11/1982
"21 , Kartik 1389",07/11/1982
"22 , Kartik 1389",08/11/1982
"23 , Kartik 1389",09/11/1982
"24 , Kartik 1389",10/11/1982
"25 , Kartik 1389",11/11/1982
"26 , Kartik 1389",12/11/1982
"27 , Kartik 1389",13/11/1982
"28 , Kartik 1389",14/11/1982
"29 , Kartik 1389",15/11/1982
"30 , Kartik 1389",16/11/1982
"1 , Ogrohaeon (Agrahan) 1389",17/11/1982
"2 , Ogrohaeon (Agrahan) 1389",18/11/1982
"3 , Ogrohaeon (Agrahan) 1389",19/11/1982
"4 , Ogrohaeon (Agrahan) 1389",20/11/1982
"5 , Ogrohaeon (Agrahan) 1389",21/11/1982
"6 , Ogrohaeon (Agrahan) 1389",22/11/1982
"7 , Ogrohaeon (Agrahan) 1389",23/11/1982
"8 , Ogrohaeon (Agrahan) 1389",24/11/1982
"9 , Ogrohaeon (Agrahan) 1389",25/11/1982
"10 , Ogrohaeon (Agrahan) 1389",26/11/1982
"11 , Ogrohaeon (Agrahan) 1389",27/11/1982
"12 , Ogrohaeon (Agrahan) 1389",28/11/1982
"13 , Ogrohaeon (Agrahan) 1389",29/11/1982
"14 , Ogrohaeon (Agrahan) 1389",30/11/1982
"15 , Ogrohaeon (Agrahan) 1389",01/12/1982
"16 , Ogrohaeon (Agrahan) 1389",02/12/1982
"17 , Ogrohaeon (Agrahan) 1389",03/12/1982
"18 , Ogrohaeon (Agrahan) 1389",04/12/1982
"19 , Ogrohaeon (Agrahan) 1389",05/12/1982
"20 , Ogrohaeon (Agrahan) 1389",06/12/1982
"21 , Ogrohaeon (Agrahan) 1389",07/12/1982
"22 , Ogrohaeon (Agrahan) 1389",08/12/1982
"23 , Ogrohaeon (Agrahan) 1389",09/12/1982
"24 , Ogrohaeon (Agrahan) 1389",10/12/1982
"25 , Ogrohaeon (Agrahan) 1389",11/12/1982
"26 , Ogrohaeon (Agrahan) 1389",12/12/1982
"27 , Ogrohaeon (Agrahan) 1389",13/12/1982
"28 , Ogrohaeon (Agrahan) 1389",14/12/1982
"29 , Ogrohaeon (Agrahan) 1389",15/12/1982
"30 , Ogrohaeon (Agrahan) 1389",16/12/1982
"1 , Poush 1389",17/12/1982
"2 , Poush 1389",18/12/1982
"3 , Poush 1389",19/12/1982
"4 , Poush 1389",20/12/1982
"5 , Poush 1389",21/12/1982
"6 , Poush 1389",22/12/1982
"7 , Poush 1389",23/12/1982
"8 , Poush 1389",24/12/1982
"9 , Poush 1389",25/12/1982
"10 , Poush 1389",26/12/1982
"11 , Poush 1389",27/12/1982
"12 , Poush 1389",28/12/1982
"13 , Poush 1389",29/12/1982
"14 , Poush 1389",30/12/1982
"15 , Poush 1389",31/12/1982
"16 , Poush 1389",01/01/1983
"17 , Poush 1389",02/01/1983
"18 , Poush 1389",03/01/1983
"19 , Poush 1389",04/01/1983
"20 , Poush 1389",05/01/1983
"21 , Poush 1389",06/01/1983
"22 , Poush 1389",07/01/1983
"23 , Poush 1389",08/01/1983
"24 , Poush 1389",09/01/1983
"25 , Poush 1389",10/01/1983
"26 , Poush 1389",11/01/1983
"27 , Poush 1389",12/01/1983
"28 , Poush 1389",13/01/1983
"29 , Poush 1389",14/01/1983
"1 , Magh (Maagh) 1390",15/01/1983
"2 , Magh (Maagh) 1390",16/01/1983
"3 , Magh (Maagh) 1390",17/01/1983
"4 , Magh (Maagh) 1390",18/01/1983
"5 , Magh (Maagh) 1390",19/01/1983
"6 , Magh (Maagh) 1390",20/01/1983
"7 , Magh (Maagh) 1390",21/01/1983
"8 , Magh (Maagh) 1390",22/01/1983
"9 , Magh (Maagh) 1390",23/01/1983
"10 , Magh (Maagh) 1390",24/01/1983
"11 , Magh (Maagh) 1390",25/01/1983
"12 , Magh (Maagh) 1390",26/01/1983
"13 , Magh (Maagh) 1390",27/01/1983
"14 , Magh (Maagh) 1390",28/01/1983
"15 , Magh (Maagh) 1390",29/01/1983
